Data downloaded from 'http://windspeed.atcouncil.org' on Wed Sep  2 10:23:58 2015 CDT, where each column corresponds to...
Latitude(degrees, positive north)
Longitude(degrees, positive east)
ASCE 7-05 Wind speeds (50-years mean recurrence interval for 3-seconds peak gust, in miles-per-hour)
ASCE 7-10 Wind speeds (Risk Category III-IV: >1700-years mean recurrence interval for 3-seconds peak gust, in miles-per-hour)
Asset name
30.9485294787    -88.1681878955    123    156    Chunchula Gas Plant
31.1723329993    -87.4371357859    116    146    Atmore Treating Facility
31.241278    -87.42975    114    144    Flare-Butler Street Gas Plant
31.0715708201    -87.3630215462    118    148    Big Escambia Creek Gas Plant
31.243471    -87.187836    114    142    Dogwood Oaks Plant
31.296321    -86.88647    111    139    Castleberry Gas Processing Plant
31.461605    -88.401068    110    141    American Midstream - Chatom Gas Plant
30.389528    -88.172944    145    173    Mobile Bay Gas Plant (Mobile Bay Processing)
30.400556    -88.177222    144    173    Williams Mobile Bay Gas Plant
30.403662    -88.128507    144    173    Yellowhammer Gas Plant
30.891583    -88.066806    125    157    Hatters Pond Gas Plant
31.315179    -86.783521    110    138    North Beach Plant
31.418733    -87.403173    110    139    Flare-Wildfork Gas Plant
31.45901    -87.422058    110    139    Lufkin Gas Plant
31.844278    -88.185248    105    134    Womack Hill Gas Plant
33.382443    -87.922624    90    120    Gordo BWB Compressor & Processing Plant (Gordo Gas Plant)
31.475274    -87.310638    109    138    Mockingbird Gas Plant (Monroeville)
30.5440161437    -95.1859922612    96    129    Mercy Gas Plant
30.964339    -87.177928    120    149    Quantum Resources Management-St. Regis Gas Plant (St. Regis Treatment Facility and Jay Gas Plant)
29.88113    -92.28193    115    150    PSI Midstream Kaplan Gas Plant (PSI Kaplan Plant)
29.883554    -92.276723    115    150    Cow Island Plant
32.513028    -93.152222    90    120    Ada Plant
32.745    -93.654167    90    120    Benton Separation Facility
32.531225    -92.366904    90    120    El Paso Energy Calhoun Gas Plant
29.692888    -91.345916    121    154    Calumet Gas Plant
29.761667    -93.609722    127    154    Stingray Plant
29.762301    -93.639687    127    154    Cameron Meadows Gas Processing Facility
29.765226    -93.637005    127    154    Barracuda Plant (Barracuda Gas Plant)
30.099044    -93.463739    112    145    MGGT-GL Production Facility
30.239081    -91.682705    107    138    Lake LaRose Gas Plant
29.733968    -91.445605    119    153    Enterprise Neptune Gas Plant
29.570333    -91.531906    125    157    Burns Point Gas Plant
32.784722    -93.373889    90    120    Cotton Valley Gas Plant
32.689443    -92.662221    90    120    Dubach Gas Plant
32.649247    -92.791103    90    120    Salem Compressor Station
32.505417    -93.185861    90    120    Dubberly Gas Plant
30.22    -92.508333    107    140    Acadia Gas Processing Plant
30.756111    -91.795556    100    126    Elba Field Gas Plant
32.36111    -93.564443    90    120    Elm Grove Gas Plant
29.896667    -92.066694    114    149    Sea Robin Gas Processing Plant
29.899442    -92.068285    114    149    Henry Gas Processing Complex
32.463333    -92.575    90    120    Townsend No. 1 Production Facility (Townsend Gas Plant)
30.460556    -92.531667    103    133    Eunice Natural Gas Processing Plant (Eunice Plant)
30.255306    -92.586472    107    139    Leckelt Gas Plant
32.397231    -93.609681    90    120    Grayson 24h #1 & Grayson 25h #1
32.236874    -93.639476    90    120    Gravel Point Plant
30.219119    -91.033065    110    138    Enterprise Tebone Fractionation Plant
30.213889    -91.036111    110    138    Riverside Fractionation Plant
30.218917    -91.03775    110    138    Lonestar NGL Geismar Fractionation Plant
29.6257667    -90.92866388    124    157    Enterprise North Terrebonne Gas Plant (North Terrebonne Plant)
29.642884    -90.964075    123    157    Gibson Gas Plant (Gibson Plant)
29.764444    -92.960833    123    154    Grand Chenier Gas Plant
29.765806    -92.958917    123    154    Grand Chenier Gas Plant
29.252249    -89.971695    146    180    ExxonMobil Production - Grand Isle Gas Plant
32.515833    -93.53111    90    120    Sligo Gas Plant
32.469167    -93.525833    90    120    Foxskin Compressor Station
29.758062    -93.646052    127    155    Sabine Pass Plant
32.189313    -93.910497    90    120    VERNON E FAULCONER INC - DESOTO COMPRESSOR STATION (Desoto Gas Plant)
30.495806    -91.789667    103    132    Krotz Springs Gas Plant
30.007967    -92.775675    113    147    Lowry Plant (Lowry Gas Plant)
30.273333    -93.156944    107    139    Gillis Gas Plant
30.11839    -93.281761    111    144    Big Lake Gas Plant
29.541712    -90.396773    132    164    Larose Processing Plant (Larose Cryogenic Plant)
32.791383    -92.80833    90    120    Lisbon Gas Plant
32.865361    -92.888306    90    120    Antioch Gas Processing Facility
32.0723    -93.94    90    120    State Line Compressor Station (State Line Gas Processing Plant)
30.62979    -93.1796    100    129    Doornbos Estates #1 Production Facility
30.772139    -93.469472    98    126    Neale Gas Plant
32.780083    -93.259139    90    120    Minden Plant (Minden Beacon)
30.127247222    -92.44898333    108    142    Blue Water Gas Plant
30.015767    -90.403332    119    147    Norco Fractionation Plant
32.452589    -93.485711    90    120    Elm Grove Dew Point Control Plant (Elm Grove Plant)
30.622204    -92.761382    100    129    Castor Creek Gas Plant
29.726111    -91.340556    120    153    Patterson Gas Plant (Patterson II Plant)
29.691667    -91.342778    121    154    Pelican Gas Plant
30.982589    -92.852399    95    123    Masters Creek Gas Plant (Rev 1)
32.858608    -93.609233    90    120    Rocky Mount Gas Plant
30.235386    -91.239574    108    138    Plaquemine Natural Gas Plant (Plaquemine Plant)
30.2386111    -91.2443394    108    138    Plaquemine NGL Fractionation Plant
30.480893    -91.203296    105    132    Port Allen Plant
30.49384    -91.22411    105    132    ExxonMobil Production - Baton Rouge Gas Plant
30.42817    -93.231946    104    134    Ragley Processing Plant
